project_id,project_url,issue_iid,issue_id,title,state,created_at,updated_at,closed_at,labels,milestone_title,milestone_id,assignees,weight,time_estimate,total_time_spent,has_related_mrs,web_url
1148549,https://gitlab.com/gitlab-com/runbooks,110,125271710,Deploy Dashboards Job Failure,closed,2023-03-15T00:39:10.201Z,2023-03-15T01:39:40.660Z,2023-03-15T01:39:40.648Z,type::bug,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/110
1148549,https://gitlab.com/gitlab-com/runbooks,109,124403327,Reference Architecture Monitoring: switch webservice from fixed latency thresholds to custom latency thresholds,closed,2023-02-28T08:42:46.278Z,2023-02-28T22:59:38.505Z,2023-02-28T22:58:26.825Z,,,,andrewn,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/109
1148549,https://gitlab.com/gitlab-com/runbooks,108,123707617,Cache jsonnet-bundler vendored directory,closed,2023-02-15T08:15:36.227Z,2023-02-17T08:38:50.204Z,2023-02-15T13:35:57.872Z,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/108
1148549,https://gitlab.com/gitlab-com/runbooks,102,120531124,Add documentation on Redis Cluster to new Redis services in cluster mode,closed,2022-12-16T12:45:04.645Z,2023-01-26T13:23:15.618Z,2023-01-26T13:23:15.599Z,group::scalability,,,schin1,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/102
1148549,https://gitlab.com/gitlab-com/runbooks,105,122030085,Implement observability for new internal-api service,closed,2023-01-17T14:41:41.991Z,2023-01-18T12:27:31.635Z,2023-01-18T12:27:31.236Z,"Engineering Analytics, group::release-and-deploy",,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/105
1148549,https://gitlab.com/gitlab-com/runbooks,88,104615130,GET Monitoring: add better monitoring for GitLab Shell,opened,2022-03-11T13:20:24.927Z,2023-01-16T16:53:13.744Z,,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/88
1148549,https://gitlab.com/gitlab-com/runbooks,104,121542808,rspec failing after ruby upgrade.,closed,2023-01-10T20:40:17.778Z,2023-01-11T12:55:34.143Z,2023-01-10T23:27:37.662Z,,,,stejacks-gitlab,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/104
1148549,https://gitlab.com/gitlab-com/runbooks,103,120603287,Add scripts to generate Redis service,closed,2022-12-19T02:42:44.716Z,2022-12-27T02:19:49.354Z,2022-12-27T02:19:49.327Z,group::scalability,,,schin1,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/103
1148549,https://gitlab.com/gitlab-com/runbooks,99,115051054,Checklist for CustomersDot outages,closed,2022-09-14T13:16:42.249Z,2022-11-25T10:58:21.965Z,2022-10-04T14:59:38.315Z,section::fulfillment,,,ebaque,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/99
1148549,https://gitlab.com/gitlab-com/runbooks,100,116222174,fix: go-jsonnet v0.18.0 fails to install on Mac using asdf,opened,2022-10-04T02:49:15.549Z,2022-10-04T02:49:15.549Z,,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/100
1148549,https://gitlab.com/gitlab-com/runbooks,98,114859086,Create a rake task for Disaster Recovery,closed,2022-09-12T12:19:21.246Z,2022-09-12T12:29:08.884Z,2022-09-12T12:23:01.155Z,"group::global search, type::feature",,,,2.0,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/98
1148549,https://gitlab.com/gitlab-com/runbooks,97,112669709,Question regarding gitlab-exporter metrics usage,closed,2022-08-02T14:28:00.573Z,2022-08-05T07:25:18.902Z,2022-08-05T07:25:18.836Z,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/97
1148549,https://gitlab.com/gitlab-com/runbooks,41,32143198,Better structure for the runbooks documentation,closed,2020-03-18T16:41:24.245Z,2022-08-02T06:02:43.367Z,2020-03-19T20:59:20.686Z,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/41
278964,https://gitlab.com/gitlab-org/gitlab,596839,188410704,Backend: Block GraphQL write operations on secrets when group or project is inactive,opened,2026-04-15T17:26:28.346Z,2026-04-16T02:47:48.669Z,,"Category:Secrets Management, backend, devops::software supply chain security, group::pipeline security, section::sec, type::bug, workflow::refinement",,,dbiryukov,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/596839
278964,https://gitlab.com/gitlab-org/gitlab,594454,186786881,Reduce ExpirePipelineCacheService load on the database by fixing unnecessary cache invalidations,opened,2026-03-23T13:33:18.649Z,2026-04-16T02:47:28.279Z,,"Category:Continuous Integration, Category:Fleet Visibility, RP::Pipelines, automation:ml, backend, corrective action, devops::verify, group::ci platform, maintenance::performance, section::ci, severity::2, type::maintenance, workflow::verification",,,lma-git,2.0,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/594454
278964,https://gitlab.com/gitlab-org/gitlab,595988,187911257,Update Project Monitor Navigation Sidebar Links,opened,2026-04-08T03:04:18.275Z,2026-04-16T02:43:36.754Z,,"EmbodyTeam::InProgress, automation:ml, backend, frontend, group::embody, type::feature",19.0,5981229.0,"dakotadux, reneehendricksen",,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/595988
278964,https://gitlab.com/gitlab-org/gitlab,596240,188046743,GeoNode callbacks can incorrectly invalidate the Geo caches,opened,2026-04-09T19:31:22.073Z,2026-04-16T02:38:07.867Z,,"devops::tenant scale, group::geo, section::tenant scale, type::bug, workflow::validation backlog",,,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/596240
278964,https://gitlab.com/gitlab-org/gitlab,346362,97810510,"Add ""Most Relevant"" sort to container repository tags",opened,2021-11-23T13:40:31.251Z,2026-04-16T02:31:39.164Z,,"#field-fyi, Category:Container Registry, Community Interest, GraphQL, Package:P1, [deprecated] Accepting merge requests, backend, backend-weight::2, backlog::prospective, co-create, community-bonus::300, devops::package, direction, frontend, frontend-weight::1, group::container registry, quad-planning::complete-no-action, rails, section::ci, type::feature, workflow::ready for development",Backlog,490705.0,crenz,3.0,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/346362
278964,https://gitlab.com/gitlab-org/gitlab,596848,188413063,Deprecate and remove shared token authentication for webhooks,opened,2026-04-15T18:29:35.547Z,2026-04-16T02:30:44.946Z,,"Category:Importers, Category:Webhooks, backend, backlog::no-commitment, breaking change, devops::create, group::import, section::dev, type::maintenance, workflow::problem validation",Backlog,490705.0,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/596848
278964,https://gitlab.com/gitlab-org/gitlab,588994,182583137,Audit Log Event for Unseen IP Address User Authentications,opened,2026-02-06T08:23:02.085Z,2026-04-16T02:29:39.477Z,,"GitLab Free, GitLab Premium, GitLab Ultimate, SIRTRec::Detection, devops::software supply chain security, documentation, feature::addition, group, group::authentication, section::sec, type::feature",,,nmcd,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/588994
278964,https://gitlab.com/gitlab-org/gitlab,594303,186598605,[SPIKE] Explore extending License Approval Policies with license override mappings for unknown licenses,opened,2026-03-20T16:07:45.903Z,2026-04-16T02:27:37.647Z,,"Category:Security Policy Management, automation:ml, devops::security risk management, group::security policies, missed:18.11, section::sec, security policy::merge request approval policy, type::feature",19.0,5981229.0,alan,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/594303
278964,https://gitlab.com/gitlab-org/gitlab,419942,131403655,Validate and document keyless signing with self-hosted GitLab/Sigstore,opened,2023-07-27T13:55:01.240Z,2026-04-16T02:16:22.100Z,,"Customer Interest, SLSA, Technical Writing, backend, backlog::prospective, customer, devops::software supply chain security, docs-weight::5, documentation, feature::enhancement, group::pipeline security, missed:16.3, section::sec, support_backlog::done, tw::triaged, type::feature, workflow::blocked",Backlog,490705.0,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/419942
278964,https://gitlab.com/gitlab-org/gitlab,596856,188418226,Step 1: Add NOT NULL constraint on partition_id for vulnerability_identifiers,opened,2026-04-15T20:32:40.963Z,2026-04-16T02:15:16.204Z,,"automation:ml, backend, database, devops::security risk management, group::security infrastructure, section::sec, type::maintenance, workflow::in review",,,Quintasan,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/596856
278964,https://gitlab.com/gitlab-org/gitlab,592972,185918830,MVC Part 2: Session Debugging & Troubleshooting - UX Optimization,opened,2026-03-10T17:52:08.074Z,2026-04-16T02:11:28.217Z,,"Category:Duo Agent Platform, Deliverable, FY27-Q1, UX, automation:ml, backend, design, devops::ai-powered, feature::enhancement, frontend, group::agent foundations, missed-deliverable, missed:18.11, pmm-ai-whats-shipping, section::ai, type::feature, workflow::ready for development",19.0,5981229.0,lindsey-shelton,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/592972
278964,https://gitlab.com/gitlab-org/gitlab,594424,186771171,Notify user via email when flow is waiting on human approval,opened,2026-03-23T08:53:52.995Z,2026-04-16T02:11:17.135Z,,"Category:Duo Agent Platform, Deliverable, devops::ai-powered, group::agent foundations, missed:18.11, section::ai, type::feature, workflow::ready for development",19.0,5981229.0,ssuman3,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/594424
278964,https://gitlab.com/gitlab-org/gitlab,333611,88705255,Add Geo support for Packages::Debian::ProjectComponentFile,opened,2021-06-14T22:51:50.244Z,2026-04-16T02:11:13.676Z,,"Category:Disaster Recovery, Category:Package Registry, Deliverable, Enterprise Edition, GitLab Premium, GitLab Ultimate, Package:P1, Protocells::Data Migration, backlog::prospective, data loss, devops::package, feature::addition, group::package registry, missed:18.10, missed:18.11, platform: GitLab.com, platform: dedicated, platform: self-managed, section::ci, type::feature, workflow::validation backlog",19.0,5981229.0,cwoolley-gitlab,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/333611
278964,https://gitlab.com/gitlab-org/gitlab,544040,167630665,Deprecate: Dependency proxy for packages (Maven),opened,2025-05-20T19:24:06.428Z,2026-04-16T02:11:13.080Z,,"Category:Package Registry, Deliverable, GitLab Free, Package:P1, automation:ml, backend, backlog::prospective, deprecation, devops::package, documentation, group::package registry, maintenance::removal, missed:18.10, missed:18.11, missed:18.3, missed:18.4, section::ci, type::maintenance",19.0,5981229.0,trizzi,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/544040
278964,https://gitlab.com/gitlab-org/gitlab,564803,172346549,[FF] `container_virtual_registries` -- Enable the API for container virtual registry,opened,2025-08-24T18:51:14.321Z,2026-04-16T02:11:12.033Z,,"Category:Virtual Registry, Deliverable, Package:P1, automation:ml, devops::package, feature flag state::enabled, group::container registry, missed:18.10, missed:18.11, section::ci, type::feature",19.0,5981229.0,adie.po,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/564803
278964,https://gitlab.com/gitlab-org/gitlab,582167,177701228,[FF] `ui_for_container_virtual_registries` -- Allow users access container virtual registry UI,opened,2025-11-26T12:24:33.593Z,2026-04-16T02:11:11.018Z,,"Category:Container Registry, Category:Virtual Registry, Deliverable, Package:P1, automation:ml, devops::package, feature flag, feature flag state::enabled, feature::addition, frontend, group::container registry, missed:18.11, section::ci, type::feature, workflow::in dev",19.0,5981229.0,rchanila,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/582167
278964,https://gitlab.com/gitlab-org/gitlab,585652,180552916,Unified Artifact Management: UX Vision,opened,2026-01-12T06:51:15.603Z,2026-04-16T02:11:10.485Z,,"Category:Artifact Registry, Category:Package Registry, Deliverable, Package:P1, UX, automation:ml, design-weight::5, devops::package, documentation, feature::addition, group::package registry, section::ci, type::feature, workflow::design",19.0,5981229.0,bonnie-tsang,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/585652
278964,https://gitlab.com/gitlab-org/gitlab,591324,185002274,Create ADR for authorization,opened,2026-02-24T16:33:50.427Z,2026-04-16T02:11:09.937Z,,"Category:Artifact Registry, Category:Package Registry, Deliverable, Package:P1, analytics instrumentation, automation:ml, backend, devops::package, documentation, feature::addition, group::package registry, missed:18.10, missed:18.11, section::ci, type::feature, workflow::in review",19.0,5981229.0,10io,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/591324
278964,https://gitlab.com/gitlab-org/gitlab,592132,185485799,Deprecation: Go Module Proxy (Experimental),opened,2026-03-03T23:06:39.810Z,2026-04-16T02:11:09.363Z,,"Category:Package Registry, Deliverable, Package:P1, automation:ml, backend, devops::package, documentation, group::package registry, maintenance::removal, missed:18.10, missed:18.11, section::ci, type::maintenance",19.0,5981229.0,trizzi,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/592132
278964,https://gitlab.com/gitlab-org/gitlab,592760,185837945,Add package protection rules to the GitLab Terraform provider,opened,2026-03-09T15:10:20.652Z,2026-04-16T02:11:08.883Z,,"Category:Package Registry, Category:Terraform provider, Deliverable, Package:P1, devops::package, group::package registry, section::ci, type::feature",19.0,5981229.0,trizzi,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/592760
278964,https://gitlab.com/gitlab-org/gitlab,593818,186354067,Artifact Registry UX: Activation flow,opened,2026-03-17T06:15:52.321Z,2026-04-16T02:11:08.372Z,,"Category:Artifact Registry, Deliverable, Package:P1, UX, devops::package, documentation, feature::addition, group::package registry, missed:18.11, section::ci, type::feature",19.0,5981229.0,bonnie-tsang,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/593818
278964,https://gitlab.com/gitlab-org/gitlab,594425,186771327,Add a todo item in Your work when flow is waiting on human approval,opened,2026-03-23T08:54:54.539Z,2026-04-16T02:11:07.332Z,,"Category:Duo Agent Platform, Deliverable, devops::ai-powered, feature::addition, group::agent foundations, missed:18.11, section::ai, type::feature, workflow::in review",19.0,5981229.0,ssuman3,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/594425
278964,https://gitlab.com/gitlab-org/gitlab,596622,188302309,Introduce `read_virtual_registry` custom role ability,opened,2026-04-14T10:11:40.477Z,2026-04-16T02:11:05.653Z,,"Category:Virtual Registry, Deliverable, Package:P1, backend, devops::package, group::package registry, section::ci, type::feature, workflow::in review",19.0,5981229.0,mkhalifa3,1.0,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/596622
278964,https://gitlab.com/gitlab-org/gitlab,596770,188388469,Backfill mention trigger for existing Duo Developer installations,opened,2026-04-15T10:10:36.703Z,2026-04-16T02:11:05.184Z,,"Category:Duo Agent Platform, Deliverable, devops::ai-powered, group::agent foundations, section::ai, type::feature",19.0,5981229.0,fdegier,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/596770
278964,https://gitlab.com/gitlab-org/gitlab,596795,188398118,Add rake task to display Semantic Code Search status,opened,2026-04-15T13:16:54.619Z,2026-04-16T02:11:04.675Z,,"Deliverable, code-search, devops::ai-powered, feature::enhancement, group::global search, section::ai, type::feature, workflow::in dev",19.0,5981229.0,maddievn,2.0,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/596795
278964,https://gitlab.com/gitlab-org/gitlab,596796,188398143,ActiveContext BulkProcessWorker fails to process embeddings when queue_shard_count changes,opened,2026-04-15T13:17:27.996Z,2026-04-16T02:11:03.978Z,,"Deliverable, backend, bug::functional, devops::ai-powered, group::global search, section::ai, type::bug, workflow::in dev",19.0,5981229.0,maddievn,3.0,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/596796
278964,https://gitlab.com/gitlab-org/gitlab,596854,188416276,Follow up on HITL for Sessions to add better loading states/messaging and code cleanup,opened,2026-04-15T19:54:44.925Z,2026-04-16T02:11:02.463Z,,"Category:Duo Agent Platform, Deliverable, devops::ai-powered, group::agent foundations, maintenance::refactor, section::ai, type::maintenance, workflow::ready for development",19.0,5981229.0,lindsey-shelton,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/596854
278964,https://gitlab.com/gitlab-org/gitlab,347930,98779989,[Test] browser_ui/3_create/repository/protected_tags_spec.rb | Create Repository tags when not protected behaves like successful tag creation can be created by developer_user,opened,2021-12-09T21:24:18.059Z,2026-04-16T02:10:22.294Z,,"E2E, Quality [DEPRECATED], canary::passed, devops::create, gitlab::passed, main::passed, master::passed, nightly::passed, preprod::passed, production::failed, release::passed, rspec-shared-examples, section::dev, staging-canary::passed, staging-orchestrated::passed, staging-ref::passed, staging::passed, status::automated, suppress-contributor-links",,,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/issues/347930
278964,https://gitlab.com/gitlab-org/gitlab,347929,98779987,[Test] browser_ui/3_create/repository/protected_tags_spec.rb | Create Repository tags when not protected behaves like successful tag creation can be created by maintainer_user,opened,2021-12-09T21:24:16.426Z,2026-04-16T02:10:17.405Z,,"E2E, Quality [DEPRECATED], canary::passed, devops::create, gitlab::passed, main::passed, master::passed, nightly::passed, preprod::passed, production::failed, release::passed, rspec-shared-examples, section::dev, staging-canary::passed, staging-orchestrated::passed, staging-ref::passed, staging::passed, status::automated, suppress-contributor-links",,,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/issues/347929
278964,https://gitlab.com/gitlab-org/gitlab,347927,98779984,[Test] browser_ui/3_create/repository/protected_tags_spec.rb | Create Repository tags when protected behaves like unsuccessful tag creation cannot be created by an unauthorized developer_user,opened,2021-12-09T21:24:13.084Z,2026-04-16T02:10:14.637Z,,"E2E, Quality [DEPRECATED], canary::passed, devops::create, gitlab::passed, main::passed, master::passed, nightly::passed, preprod::passed, production::failed, release::passed, rspec-shared-examples, section::dev, staging-canary::passed, staging-orchestrated::passed, staging-ref::passed, staging::passed, status::automated, suppress-contributor-links",,,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/issues/347927
278964,https://gitlab.com/gitlab-org/gitlab,347928,98779986,[Test] browser_ui/3_create/repository/protected_tags_spec.rb | Create Repository tags when protected behaves like successful tag creation can be created by maintainer_user,opened,2021-12-09T21:24:14.778Z,2026-04-16T02:10:09.397Z,,"E2E, Quality [DEPRECATED], canary::passed, devops::create, gitlab::passed, main::passed, master::passed, nightly::passed, preprod::passed, production::failed, release::passed, rspec-shared-examples, section::dev, staging-canary::passed, staging-orchestrated::passed, staging-ref::passed, staging::passed, status::automated, suppress-contributor-links",,,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/issues/347928
278964,https://gitlab.com/gitlab-org/gitlab,444479,142934327,[Test] browser_ui/3_create/source_editor/source_editor_toolbar_spec.rb | Create Source editor toolbar preview can preview markdown side-by-side while editing,opened,2024-03-04T20:35:10.275Z,2026-04-16T02:10:07.488Z,,"E2E, Quality [DEPRECATED], automation:bot-authored, canary::passed, main::passed, master::passed, production::passed, staging-canary::passed, staging::passed, status::automated, suppress-contributor-links",,,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/issues/444479
278964,https://gitlab.com/gitlab-org/gitlab,347819,98778406,[Test] browser_ui/3_create/repository/ssh_key_support_create_spec.rb | Create SSH keys support user can add an SSH key,opened,2021-12-09T20:43:19.825Z,2026-04-16T02:10:05.202Z,,"E2E, Quality [DEPRECATED], canary::passed, devops::create, gitlab::passed, main::passed, master::passed, nightly::passed, preprod::passed, production::passed, release::passed, section::dev, staging-canary::passed, staging-orchestrated::passed, staging-ref::passed, staging::passed, status::automated, suppress-contributor-links",,,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/issues/347819
278964,https://gitlab.com/gitlab-org/gitlab,347817,98778403,"[Test] browser_ui/3_create/snippet/add_comment_to_snippet_spec.rb | Create Adding comments to project snippets adds, edits, and deletes a comment on a project snippet",opened,2021-12-09T20:43:16.540Z,2026-04-16T02:10:01.097Z,,"E2E, Quality [DEPRECATED], canary::passed, devops::create, gitlab::passed, main::passed, master::passed, nightly::passed, preprod::passed, production::passed, rspec-shared-examples, section::dev, staging-canary::passed, staging-orchestrated::passed, staging-ref::passed, staging::passed, status::automated, suppress-contributor-links",,,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/issues/347817
278964,https://gitlab.com/gitlab-org/gitlab,347760,98778301,[Test] browser_ui/3_create/repository/protocol_v2_push_http_spec.rb | Create Push over HTTP using Git protocol version 2 user pushes to the repository,opened,2021-12-09T20:41:43.008Z,2026-04-16T02:09:57.079Z,,"E2E, Quality [DEPRECATED], devops::create, gitlab::passed, main::passed, master::passed, nightly::passed, production::passed, section::dev, staging-canary::passed, staging-orchestrated::passed, staging-ref::passed, staging::passed, status::automated, suppress-contributor-links",,,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/issues/347760
278964,https://gitlab.com/gitlab-org/gitlab,347658,98772636,[Test] browser_ui/3_create/repository/add_file_template_spec.rb | Create File templates user adds .gitlab-ci.yml via file template Julia,opened,2021-12-09T18:03:15.020Z,2026-04-16T02:09:52.954Z,,"E2E, Quality [DEPRECATED], canary::passed, devops::create, gitlab::passed, main::passed, master::passed, nightly::passed, preprod::passed, production::passed, section::dev, staging-canary::passed, staging-orchestrated::passed, staging-ref::passed, staging::passed, status::automated, suppress-contributor-links",,,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/issues/347658
278964,https://gitlab.com/gitlab-org/gitlab,585950,181111489,Vulnerabilities are not transitioning into resolved from marked as resolved,opened,2026-01-14T03:54:20.001Z,2026-04-16T02:09:49.901Z,,"Customer Interest, SLO::Missed, devops::security risk management, group::security insights, priority::2, section::sec, severity::3, type::bug, workflow::refinement",19.0,5981229.0,bryan_valdiviezo,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/585950
278964,https://gitlab.com/gitlab-org/gitlab,574332,174492890,[Test] browser_ui/3_create/web_ide/add_new_directory_in_web_ide_spec.rb | Create Add a directory in Web IDE when user adds a new empty directory shows successfully but not able to be committed,opened,2025-10-06T03:36:54.002Z,2026-04-16T02:09:49.649Z,,"E2E, master::passed, production::passed, staging-canary::passed, status::automated, suppress-contributor-links",,,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/issues/574332
278964,https://gitlab.com/gitlab-org/gitlab,347682,98772680,[Test] browser_ui/3_create/merge_request/suggestions/batch_suggestion_spec.rb | Create Merge request batch suggestions applies multiple suggestions,opened,2021-12-09T18:03:59.009Z,2026-04-16T02:09:46.405Z,,"E2E, Quality [DEPRECATED], canary::passed, devops::create, gitlab::passed, main::passed, master::passed, nightly::passed, preprod::passed, production::passed, release::passed, section::dev, staging-canary::passed, staging-orchestrated::passed, staging-ref::passed, staging::passed, status::automated, suppress-contributor-links",,,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/issues/347682
278964,https://gitlab.com/gitlab-org/gitlab,571638,173803285,[Test] browser_ui/3_create/snippet/create_personal_snippet_with_multiple_files_spec.rb | Create Multiple file snippet creates a personal snippet with multiple files,opened,2025-09-22T22:05:22.321Z,2026-04-16T02:09:41.434Z,,"E2E, master::passed, production::passed, staging-canary::passed, staging::passed, status::automated, suppress-contributor-links",,,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/issues/571638
278964,https://gitlab.com/gitlab-org/gitlab,347710,98778206,[Test] browser_ui/3_create/merge_request/cherry_pick/cherry_pick_commit_spec.rb | Create Cherry picking a commit creates a merge request,opened,2021-12-09T20:40:17.032Z,2026-04-16T02:09:35.698Z,,"E2E, Quality [DEPRECATED], canary::passed, devops::create, gitlab::passed, main::passed, master::passed, nightly::passed, preprod::passed, production::passed, release::passed, section::dev, staging-canary::passed, staging-orchestrated::passed, staging-ref::passed, staging::passed, status::automated, suppress-contributor-links",,,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/issues/347710
278964,https://gitlab.com/gitlab-org/gitlab,596509,188241172,Reoccurring GitLab.com logouts,opened,2026-04-13T13:43:23.920Z,2026-04-16T02:08:39.135Z,,"automation:ml, type::bug",,,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/596509
278964,https://gitlab.com/gitlab-org/gitlab,547975,168506594,"Gitlab runner tags: Add ability to require a job to have a specific tag for the runner to accept a job, even if other tags match",opened,2025-06-05T21:50:02.256Z,2026-04-16T02:07:11.647Z,,"Category:Fleet Visibility, Category:Runner Core, automation:ml, backend, backlog::no-commitment, community-bonus::300, devops::verify, feature::addition, group::ci platform, section::ci, type::feature",Awaiting further demand,610592.0,priyansh3133,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/547975
278964,https://gitlab.com/gitlab-org/gitlab,596341,188109237,Work item titles are not rendered in lists when `getWorkItemsSlim` completes,opened,2026-04-10T13:46:18.762Z,2026-04-16T02:05:56.812Z,,"devops::plan, group::product planning, priority::4, section::dev, severity::4, type::bug, workflow::verification",19.0,5981229.0,kivikakk,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/596341
278964,https://gitlab.com/gitlab-org/gitlab,591953,185401636,"Build conformance test tool for Artifact Registry protocols (Maven, npm, OCI)",opened,2026-03-02T18:29:17.419Z,2026-04-16T02:03:09.429Z,,"Category:Artifact Registry, Deliverable, Package:P1, automation:ml, backend, devops::package, feature::addition, group::package registry, missed:18.11, section::ci, type::feature",19.0,5981229.0,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/work_items/591953
278964,https://gitlab.com/gitlab-org/gitlab,348028,98780556,[Test] browser_ui/6_deploy/deploy_token/add_deploy_token_spec.rb | Deploy Deploy token creation user adds a deploy token,opened,2021-12-09T21:38:15.661Z,2026-04-16T02:01:35.581Z,,"E2E, Quality [DEPRECATED], canary::passed, devops::deploy, gitlab::passed, group::environments, main::passed, master::passed, nightly::passed, preprod::passed, production::passed, release::passed, section::cd, staging-canary::passed, staging-orchestrated::passed, staging-ref::passed, staging::passed, status::automated, suppress-contributor-links",,,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/issues/348028
278964,https://gitlab.com/gitlab-org/gitlab,348021,98780544,[Test] browser_ui/6_deploy/deploy_key/clone_using_deploy_key_spec.rb | Deploy Git clone using a deploy key user sets up a deploy key with QA::Runtime::Key::ECDSA(521) to clone code using pipelines,opened,2021-12-09T21:37:51.608Z,2026-04-16T02:01:30.469Z,,"E2E, Quality [DEPRECATED], canary::passed, devops::deploy, gitlab::passed, group::environments, main::passed, master::passed, nightly::passed, preprod::passed, production::passed, release::passed, section::cd, staging-canary::passed, staging-orchestrated::passed, staging-ref::passed, staging::passed, status::automated, suppress-contributor-links",,,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/issues/348021
278964,https://gitlab.com/gitlab-org/gitlab,348020,98780543,[Test] browser_ui/6_deploy/deploy_key/clone_using_deploy_key_spec.rb | Deploy Git clone using a deploy key user sets up a deploy key with QA::Runtime::Key::ED25519(256) to clone code using pipelines,opened,2021-12-09T21:37:48.820Z,2026-04-16T02:01:25.655Z,,"E2E, Quality [DEPRECATED], canary::passed, devops::deploy, group::environments, main::passed, master::passed, nightly::passed, preprod::passed, production::passed, release::passed, section::cd, staging-canary::passed, staging-orchestrated::passed, staging-ref::passed, staging::passed, status::automated, suppress-contributor-links",,,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/issues/348020
278964,https://gitlab.com/gitlab-org/gitlab,348022,98780545,[Test] browser_ui/6_deploy/deploy_key/clone_using_deploy_key_spec.rb | Deploy Git clone using a deploy key user sets up a deploy key with QA::Runtime::Key::RSA(8192) to clone code using pipelines,opened,2021-12-09T21:37:53.275Z,2026-04-16T02:01:20.661Z,,"E2E, Quality [DEPRECATED], canary::passed, devops::deploy, gitlab::passed, group::environments, main::passed, master::passed, nightly::passed, preprod::passed, production::passed, release::passed, section::cd, staging-canary::passed, staging-orchestrated::passed, staging-ref::passed, staging::passed, status::automated, suppress-contributor-links",,,,,0,0,,https://gitlab.com/gitlab-org/gitlab/-/issues/348022
